-0.244	-2.174	1.369	-2.150	0.067	1.490	0.067	-1.053	0.925	0.401	4.249	0.743	2.042	1.567	-0.256	-0.674	-1.374	2.617	-1.872	-5.345	-1.545	-1.043	-4.031	0.101	-1.789	-0.026	-0.369	-1.359	-0.147	1.716	0.754	-1.499	
0.282	0.738	1.501	-1.182	0.190	-0.934	-0.609	-0.057	1.181	0.787	1.269	-0.009	-0.051	0.571	-0.414	-0.116	-1.215	1.642	-0.387	-2.459	0.150	-1.240	-1.023	0.915	-1.242	0.765	1.949	-1.054	-0.137	0.169	-0.586	-0.893	
2.805	1.612	-0.670	1.345	2.423	0.093	-0.570	2.302	-2.629	-0.262	-0.942	0.145	3.347	-0.020	-0.811	-0.631	-1.214	-3.193	-1.976	1.594	2.209	-2.651	-1.943	3.139	0.317	-0.324	2.836	-3.987	1.136	-0.028	1.031	-2.395	
1.133	0.662	0.967	-1.887	-0.522	0.338	1.968	1.942	-1.105	-0.924	0.085	-0.143	0.543	-0.616	-1.357	-0.153	-1.230	-0.863	-0.041	-0.315	-0.961	-1.006	-1.408	0.177	0.166	0.634	-0.240	-1.430	-0.656	-1.026	0.560	-1.503	
2.233	1.115	-2.871	-0.228	1.882	-0.438	-0.836	-2.097	-0.270	-2.202	1.492	-0.165	0.192	-0.133	0.038	2.283	-0.316	2.655	2.204	0.901	0.265	0.118	0.254	-3.705	1.981	-0.452	1.860	1.982	-1.484	0.085	4.010	-0.244	
0.892	1.205	-3.024	0.187	-0.475	-0.064	-1.841	0.303	1.845	0.512	0.557	1.341	0.393	0.896	-0.488	0.363	-0.632	0.675	1.092	0.811	0.654	-0.619	0.528	-1.077	0.169	0.170	-0.164	0.836	-0.176	-0.002	1.484	1.028	
1.552	-5.713	2.691	-0.529	-0.989	-0.824	-1.160	3.206	1.830	0.982	-2.482	1.123	1.104	-0.274	-1.851	-1.978	-1.409	1.836	-0.767	2.407	-0.715	-0.675	-0.899	-0.548	2.396	1.095	1.395	2.644	-3.310	1.794	0.140	-2.056	
0.892	-2.307	0.243	-0.821	-1.511	-0.077	0.009	1.145	1.052	-0.458	-0.694	-0.829	0.968	0.546	0.257	0.883	-0.888	-0.444	0.060	-0.429	0.699	-1.578	-1.162	-0.020	0.175	0.110	-0.722	2.669	-0.579	0.712	-0.186	-1.612	
3.314	1.436	0.315	-0.296	-3.733	1.153	4.941	1.601	-3.905	-2.081	-4.267	-2.021	-0.310	-0.532	2.348	1.810	4.078	-1.000	-2.146	0.648	0.621	-4.250	-0.309	2.400	3.141	-0.791	2.113	1.628	0.494	0.808	0.016	-0.439	
2.361	-0.514	1.113	-0.465	0.042	0.679	0.725	-0.330	-0.948	-0.194	0.394	-2.188	0.549	0.131	1.113	-0.490	-1.007	-0.331	-2.262	0.751	0.590	-0.975	1.007	1.667	1.109	-0.162	0.542	0.648	-0.568	1.605	0.336	-0.502	
