-0.607	-0.290	0.136	1.497	0.777	0.036	-1.523	-0.631	-0.453	-0.443	3.647	-0.389	2.236	0.612	-0.444	0.288	-0.910	2.038	1.110	0.905	-0.491	1.347	-1.493	-1.198	-1.595	0.891	1.196	0.310	-1.915	-0.342	0.026	0.584	
1.150	0.764	1.760	1.621	-0.178	-0.125	-2.031	1.603	-0.984	0.605	1.144	0.004	2.791	1.485	0.826	0.238	-2.047	-1.188	-0.637	-0.306	1.328	-0.600	-2.109	-0.705	-1.003	1.215	3.361	-1.166	4.003	-1.156	-0.376	-0.097	
1.113	-0.334	-0.128	-0.256	0.187	-2.026	0.928	1.448	-1.784	0.971	-2.118	1.740	1.242	0.440	3.856	-0.231	-1.102	-0.694	0.088	0.441	0.234	1.138	1.162	0.498	1.111	-0.046	2.343	0.513	0.189	-1.530	2.539	1.616	
0.208	-0.095	1.034	-1.255	-0.070	-0.896	-0.294	-1.154	-0.683	-0.196	-0.203	0.209	0.404	1.198	-2.089	-1.402	-0.768	-0.579	-1.419	-2.018	2.156	1.000	-0.738	1.248	1.687	1.084	2.594	-0.617	-1.164	0.929	1.954	-0.479	
-1.724	-0.016	-1.478	-1.339	-3.973	0.826	1.187	-0.164	-0.025	-0.711	-4.090	1.164	-0.535	1.226	-0.721	-0.793	5.535	0.322	0.965	0.326	0.764	0.063	-0.512	-0.498	-1.935	-0.320	2.176	-2.143	-0.562	-0.781	1.148	-0.869	
-3.436	-0.624	-2.102	0.586	-1.671	0.023	-1.679	-1.093	-1.286	-0.039	4.165	0.272	-0.421	-0.536	-3.441	-0.619	-2.098	0.307	-0.426	-1.001	-2.196	-1.676	-1.764	0.381	-1.449	0.166	-3.840	0.343	3.530	0.523	2.916	1.309	
0.502	0.347	-0.945	-0.845	-0.727	1.707	0.423	-0.384	-0.324	-0.356	-0.120	-1.318	0.406	-2.443	-2.600	0.792	2.479	-0.050	2.212	-0.641	-1.243	-0.899	-2.316	0.202	1.337	0.020	-0.481	1.059	-0.426	-0.227	2.768	0.764	
0.592	1.090	-3.001	0.587	0.089	-0.745	-1.920	-0.194	0.936	-0.047	-1.588	-0.303	-0.490	0.414	3.011	-0.156	-1.150	-0.884	-0.048	0.694	-0.915	1.002	0.892	-1.101	-0.661	0.878	1.165	-0.756	-1.812	1.216	-1.393	0.577	
-0.553	1.982	-0.784	-1.074	-0.072	0.212	-3.596	-1.051	-0.344	0.502	-1.955	0.173	-1.062	1.892	1.444	1.023	-0.885	0.155	0.079	0.541	0.230	-0.327	2.143	-0.644	-1.367	1.737	-2.323	-0.636	-1.279	0.388	0.139	-1.063	
0.353	-0.517	3.481	-0.363	-1.944	0.401	-0.637	-0.448	-0.282	-1.378	-0.058	1.558	1.307	-0.539	0.834	-1.765	-0.953	-0.623	1.464	-0.549	-0.111	-2.023	-0.675	0.111	2.356	0.753	3.019	-1.932	-2.124	0.288	-1.615	0.624	
0.972	2.180	0.952	-0.104	0.129	0.559	1.327	-0.232	-1.374	-1.665	4.241	-0.002	0.844	0.470	0.986	-1.171	2.693	0.374	0.443	1.425	-1.705	-0.571	0.387	-0.879	0.282	-1.378	2.565	1.013	-2.927	0.396	0.488	-0.349	
0.109	1.268	1.803	-0.346	-0.523	-2.803	-0.208	0.744	-2.182	0.664	-1.274	2.351	-0.248	-0.540	-0.081	-0.269	-0.545	-0.573	-0.586	1.536	1.556	-1.404	0.229	-1.081	0.679	0.278	-1.935	0.541	-0.861	0.533	0.715	-0.299	
2.646	0.216	-0.595	-2.187	-0.177	1.876	-1.131	0.685	-0.134	0.299	-2.034	-1.348	0.053	0.839	-4.108	1.069	0.952	1.510	2.449	-0.254	0.767	0.024	0.078	0.027	-2.409	-0.918	-0.130	0.274	0.204	0.772	-1.784	1.668	
-1.171	-0.095	-0.362	-1.255	0.508	-0.896	0.002	-1.154	1.131	-0.196	-1.472	0.209	-1.607	1.198	1.642	-1.402	-0.756	-0.579	2.762	-2.018	3.525	1.000	-0.478	1.248	1.300	1.084	-0.072	-0.617	1.150	0.929	2.597	-0.479	
0.324	-1.268	-1.050	-0.233	-0.734	-0.744	0.011	-0.047	2.807	0.703	1.668	-1.098	0.825	2.383	2.093	-0.883	0.128	-0.178	-0.307	2.460	-2.570	0.288	1.306	-0.286	-2.064	0.013	-0.393	-0.766	-1.623	1.138	1.456	-1.140	
-3.596	0.133	1.150	-0.139	-1.473	-0.116	-0.265	1.384	-2.344	0.469	-1.052	2.691	-2.113	-1.002	0.204	-0.068	-0.418	-0.711	-0.910	0.959	-0.147	1.627	2.885	-0.422	-1.039	0.204	3.274	-0.546	-0.184	-0.039	0.948	0.458	
0.834	0.362	-3.124	0.840	-2.658	-1.464	0.127	1.149	0.948	-1.088	4.883	1.173	-1.437	-0.495	1.076	0.190	0.260	0.032	-1.588	-0.619	1.487	-0.273	2.953	-0.189	0.442	-0.470	-3.315	1.522	-1.475	-1.148	-1.834	-0.157	
2.612	0.563	2.205	-1.366	1.492	-0.874	-1.013	0.416	-0.815	-1.529	-2.488	0.697	-1.030	-0.433	0.028	-1.903	1.905	-0.771	-2.743	-0.097	1.658	2.498	-4.322	-0.473	0.266	-2.267	-1.873	-0.547	1.207	-0.456	-2.031	-0.959	
0.680	0.092	2.177	0.091	0.348	0.939	0.101	0.812	2.365	0.893	-2.123	-1.703	-1.373	-1.137	1.945	-0.347	-0.948	2.689	-1.190	-2.622	-1.367	-1.651	-1.598	0.859	-0.316	0.524	-1.707	-0.460	3.757	-0.359	1.479	0.216	
1.533	0.137	0.702	-0.517	-0.401	-0.463	-0.641	-1.619	-3.032	-0.571	1.820	-2.039	1.328	-1.160	1.462	-0.094	0.913	-1.042	2.542	0.781	0.914	-0.768	0.981	-0.698	-0.056	-0.769	2.719	0.656	0.538	-0.700	-0.356	-1.061	
2.454	0.362	-2.151	0.840	-0.008	-1.464	0.476	1.149	1.625	-1.088	0.876	1.173	-3.503	-0.495	-0.550	0.190	-0.818	0.032	-1.172	-0.619	2.130	-0.273	1.578	-0.189	-2.351	-0.470	-1.171	1.522	0.792	-1.148	-3.708	-0.157	
0.636	-0.433	-1.623	1.819	0.416	1.082	0.328	1.203	1.065	-0.192	-0.175	-0.160	-0.549	-0.010	0.184	-0.410	-3.000	0.705	1.556	0.130	1.087	-0.141	-0.242	0.252	0.863	0.459	1.274	-0.452	0.713	1.706	-0.184	0.939	
0.215	-0.609	-1.372	-0.401	2.443	0.537	-5.060	-0.511	4.427	1.694	2.871	-0.550	-3.600	-0.303	0.248	-0.970	-2.458	-0.125	-0.763	0.328	-0.684	0.478	1.478	-1.056	1.259	-0.004	0.794	-1.608	-0.082	-1.298	-0.956	2.346	
0.683	-1.354	0.738	0.332	-0.983	-0.430	-1.464	-0.007	0.755	-2.176	-2.902	-0.583	-0.286	1.140	-2.005	-0.637	-0.643	-0.937	0.197	1.218	0.260	0.616	-1.659	0.135	-0.405	-0.022	-2.348	0.164	0.217	0.926	0.153	1.903	
1.859	1.000	-2.458	0.394	3.020	0.702	-4.704	1.019	-0.639	0.306	-3.860	-1.550	-2.151	-1.023	-0.989	-0.031	-1.607	0.016	-1.582	-0.692	-0.818	-0.547	-0.798	-0.680	0.460	0.098	-1.658	0.644	-0.844	0.174	-2.174	0.347	
0.494	0.214	0.261	-0.704	3.289	-1.034	-0.511	-0.760	6.812	-0.525	-1.277	0.149	-0.893	0.712	2.471	-0.576	1.932	-0.182	-1.684	1.124	-0.984	-0.144	2.394	-0.268	5.739	0.130	3.510	0.933	-1.305	-0.959	-2.796	-1.244	
2.578	0.072	-0.326	0.917	-1.287	1.655	2.132	-0.510	1.623	0.576	-0.907	-0.393	0.911	-0.631	-2.122	0.616	-1.056	1.598	-0.621	1.129	-1.883	0.262	-0.271	1.624	1.965	1.771	-2.105	-0.482	-6.594	-0.469	0.400	0.180	
0.225	0.875	1.114	0.418	0.840	-0.411	3.388	-0.835	-0.986	0.576	-1.111	-0.625	0.109	0.039	-1.382	-0.147	1.549	-0.348	-2.482	0.447	-0.487	0.779	-1.805	-0.365	1.129	2.169	1.014	0.544	1.404	1.836	-0.943	-0.386	
-3.991	-0.613	1.501	0.903	0.803	0.652	0.099	0.828	-0.899	-0.814	-0.136	-1.159	0.214	1.122	0.283	-0.466	-1.667	-0.644	2.245	-0.010	2.209	-0.675	-0.362	0.383	0.644	0.425	-2.720	1.795	-0.083	2.540	-0.475	-2.140	
-3.290	-0.985	0.890	-0.770	0.877	0.816	1.615	1.350	-1.577	-0.861	1.117	-0.419	-0.729	-1.583	1.799	-0.477	0.334	1.367	-1.652	-1.504	-3.376	1.008	0.236	0.451	-1.154	0.432	2.527	0.070	-2.602	-0.077	0.172	-0.805	
0.255	-1.525	-2.129	-1.020	-0.730	-0.945	-1.492	0.247	-0.729	-0.586	-0.079	-1.683	-1.020	-0.029	1.439	0.454	0.056	-0.484	-1.596	0.101	0.804	0.484	-0.465	-0.984	0.250	-0.544	1.272	-0.664	-0.634	-1.628	2.845	-1.185	
0.218	0.844	-2.285	0.282	-0.261	0.253	0.289	-1.730	-4.118	-0.886	-0.707	0.465	2.269	-0.402	-2.914	0.023	-2.281	0.271	-3.124	0.630	-0.733	1.202	-3.210	1.148	-1.590	-0.014	2.913	-0.047	-3.716	0.061	0.762	1.707	
-0.948	-0.515	2.823	-0.034	0.093	-0.003	-0.587	0.737	-0.569	1.432	1.666	-1.475	-1.419	0.802	-0.505	1.177	1.169	-0.544	-4.946	-0.258	-0.264	1.241	-1.515	1.100	-0.818	-0.335	0.578	0.602	2.985	-0.588	-2.094	-0.465	
1.395	0.092	-0.335	0.091	-1.592	0.939	0.911	0.812	1.842	0.893	1.019	-1.703	-1.415	-1.137	0.362	-0.347	0.682	2.689	-6.297	-2.622	-0.330	-1.651	-2.860	0.859	1.094	0.524	1.956	-0.460	-1.807	-0.359	-1.684	0.216	
-0.709	1.315	-3.679	-0.879	-1.293	-0.205	-1.503	-0.206	-2.077	-0.915	0.533	1.813	-0.839	-0.329	-3.236	-1.256	1.695	0.311	0.458	0.211	0.513	-0.006	0.487	1.336	-2.311	1.709	-0.330	0.007	0.655	-0.986	-2.127	0.082	
2.447	1.863	-1.588	0.265	-0.025	1.864	0.669	-0.627	1.589	0.209	0.287	0.663	1.315	0.655	-0.474	0.586	1.293	0.545	-0.719	-0.220	-0.812	-0.187	-0.581	1.245	2.600	1.299	1.408	0.581	-1.204	1.165	2.073	-0.755	
1.620	-1.000	0.461	-0.725	0.508	1.527	-1.020	2.113	0.024	-1.391	0.305	-0.427	-0.416	0.824	2.388	2.131	-2.216	0.106	-0.815	-0.891	-0.300	1.018	2.080	-0.539	0.695	-1.158	-1.009	-0.676	-0.056	0.896	-0.712	0.142	
-4.394	-0.237	1.149	0.071	2.604	0.953	-2.060	-1.786	-0.657	-0.187	-1.335	-0.993	1.139	-1.364	0.284	0.671	-1.628	-0.402	-0.535	1.588	1.234	1.516	3.847	0.721	-3.019	2.002	-4.524	0.315	-0.893	-0.286	2.237	-1.487	
1.059	1.315	-1.960	-0.879	3.100	-0.205	-0.308	-0.206	1.138	-0.915	0.540	1.813	-0.171	-0.329	1.972	-1.256	-0.167	0.311	-0.227	0.211	0.840	-0.006	1.111	1.336	0.030	1.709	-0.279	0.007	2.125	-0.986	-1.536	0.082	
4.287	1.004	3.928	1.532	-2.301	-1.144	-1.676	-0.232	-0.258	-0.738	-2.473	0.610	-0.506	-2.060	-0.620	-0.813	1.920	-0.161	1.525	-0.982	0.862	0.059	0.302	-0.210	-0.239	-0.061	2.172	-0.032	2.493	-0.174	-0.176	-0.884	
0.706	-1.525	-4.500	-1.020	-0.140	-0.945	-1.801	0.247	-0.640	-0.586	-1.386	-1.683	-0.302	-0.029	-0.876	0.454	-1.085	-0.484	2.348	0.101	-2.512	0.484	-1.226	-0.984	1.621	-0.544	-1.101	-0.664	0.015	-1.628	0.650	-1.185	
0.810	-1.354	-0.093	0.332	-2.596	-0.430	2.916	-0.007	-0.427	-2.176	-2.015	-0.583	1.135	1.140	0.523	-0.637	1.032	-0.937	1.202	1.218	0.013	0.616	2.984	0.135	-1.735	-0.022	3.514	0.164	1.596	0.926	-2.723	1.903	
-1.433	-0.069	-0.591	0.172	-0.641	0.154	2.160	-0.787	-1.247	0.378	1.247	-2.025	0.157	1.684	-0.738	-0.558	3.879	-0.215	0.142	-1.271	-4.429	-0.876	2.729	0.408	-1.044	-1.295	-0.375	0.805	-0.426	-1.052	-4.591	0.051	
2.091	0.803	0.094	0.117	0.651	2.814	-2.018	0.131	-0.711	0.098	-1.787	0.445	-4.041	-1.614	-1.276	-1.505	0.332	0.387	0.202	0.265	-1.040	-0.098	0.023	-0.785	-0.629	0.198	-0.138	-0.001	-1.976	0.798	-3.328	0.596	
0.563	-1.359	-1.408	0.836	-0.814	1.806	-0.267	-0.099	0.890	0.324	0.448	-0.287	-0.706	0.995	5.057	0.532	4.864	0.524	-0.655	-0.271	0.699	2.555	0.002	-0.727	1.521	-1.923	-0.113	0.869	-0.517	-0.320	-0.181	-0.422	
2.601	-2.257	1.695	0.088	-0.042	1.332	0.235	-1.342	1.901	-2.605	-0.375	0.653	1.278	0.053	3.500	-0.353	0.610	0.236	-0.937	1.392	-2.326	1.537	-1.763	-0.269	-3.360	-0.227	-0.766	1.846	-0.571	0.299	-2.686	0.621	
